,seller_id,p_id
12460,ADUVHNBVYLD6VOGTFKA81CCINEHC8G,B06XYHM1MR
12461,WXAZRFW74M1NSHJ8K79GN7U48FSQJ2,B07WSP7N5K
12462,LBZ4E64ZY8QVL8FQ13A25GI7K4LZB1,B08F81BK5V
12463,T5GHYM27LVQIE7ZZTM70MJLDF4LQ8Z,B07MLKHTKS
12464,UMLH7ALJTZJ8Z8X0Y9UWKOA2DDGZL8,B00LLK9S3I
12465,CDFKMF33OWLF2UOAK9F1YHI0RUWI88,B08PFYGLG7
12466,NIRK7ML695COLRIW7EVA77XJISPY8B,B07CK78YR6
12467,7DC17PSP3ZVROJGV0G6B9BJLYD5MN3,B07XXFWY4L
12468,9MM3ONTPZAO6Q07ALEZ6OUS2M69WEM,B07VQR3W3Z
12469,G6BOWJQEJCPKZWWFNRWHH8E1D3HV31,B08KHCMN8X
12470,AMAZON0000000000000000001,B06W5HKMHM
12471,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B06W5HKMHM
12472,F4P2WSXEWNCRIUTA3KINCK5O9QLWA4,B07DQCYV4L
12473,K86N1RP5NBXPZ631D2GJJN170OY42E,B089F9YNTZ
12474,GYJE5T72RM2QTUC5UE0U7ZUQAG3787,B07BCVRVDB
12475,UO2IC6Y5RHFXOAH6ALJXA76K820O0D,B0891XCN99
12476,KUQHVLXOAKX04ZMJN8WOHZXK3Y8JA9,B098WQ3R3P
12477,80I3CDCXXZACYX9MWJZLAC8JM3C3GC,B08C2R8WK5
12478,JSP0QUORWUIGQHPDJR5N8VN59UK5XG,B08B5S161S
12479,F8TZQTRXYUJ30BLXUL7IEGCS3QCL2I,B01BERA4I0
12480,F8FT74NBYZ4NYV62D19SZ50KTWRKQF,B01M310758
12481,K47Z6XRAN8E17SI53A9NM4QTK7UIB3,B089JY93V1
12482,ENB2IDGLJCBV9AYOD2G7YF4OU3MNMH,B088NNQ876
12483,UP5I739N2LM061H8KFFDSED95N0XF0,B08693F5FN
12484,AMAZON0000000000000000001,B077S3VCDZ
12485,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B077S3VCDZ
12486,RQV7MELG5KU0XM1Y82WST3DTYBGXP6,B088DFRN87
12487,DW14B58XC2YCQLO34BBQOYM2ZMDXPU,B01EA538FO
12488,T5GHYM27LVQIE7ZZTM70MJLDF4LQ8Z,B08J2K2XML
12489,TW0FIAD9TIVF3Z592D0Z0BJXLL7CYP,B07QXJRNNX
12490,7S1Q836PNE1ZOAY8YV1UN5Y8SFQTOO,B017Y6EC38
12491,PKZERVRZ60WU1PNT1AQS2NFJ0CHP27,B07TMMVR46
12492,G6EXU47B20NNWO3GSKE22MNBMU5QYK,B088JTNHZ7
12493,587AF8RMWIVCPNQHOOA34EIU9YHV9R,B012UVCOP0
12494,UYHX9RC2PIYTTRR0P3NL92TB886WAG,B0922MK9Y3
12495,8PKQJD0Z4ZXQUFLLBHORG8KLI26OWQ,B00EE86UIA
12496,2KJZ03HBENXT9N5K9XZNGSDP1TK1IN,B074SJLHLZ
12497,F9K11FGXO0UTP0XFJPVTQ5WYNFIXYN,B088CX3WSX
12498,D687XW23OEWCH4EV2LQZGAUS23OG9I,B00M4KNHWM
12499,1XHBFYKLWMM7IOOC6RTPYG60DDGPJQ,B00FKCGK16
12500,E4GLPNYQB5O8RXGY1JOXMCKT9F0NQP,B0912HCXB7
12501,AMAZON0000000000000000001,B07LD7L9BS
12502,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B07LD7L9BS
12503,4K8OQXMVHWBBKM4LOBPFQDSY1QSK0W,B00P8XLPO4
12504,AMAZON0000000000000000001,B00MFWKN9E
12505,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00MFWKN9E
12506,AMAZON0000000000000000001,B00ZF43M38
12507,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00ZF43M38
12508,BME6E98FI99YZ5OHM8X9G5JDX35QLK,B00O14F3WG
12509,G7JOOLSIRPS8NATP6SKRPO0RRPPF1E,B01LR84OM8
12510,48IAKHK6AQSVEYUH4NV8CJ5FUT9HY5,B01C7AIBY2
12511,35DFY5HIO4YTMF8LXQUYHSSR4VVB0N,B093FL5XY4
12512,CF24Z8NOF0WQTPE9P9C0BRDSCBCDC2,B07F2M31L1
12513,4A2TGE3MGI4P93AQA2D83N49GBCFTR,B073FF88W4
12514,X4GSV6S1K5FRRELQGWKMLB8R6IBZLB,B014AEDZQM
12515,TQW7ISW6XX9EYWI2MUZINCX6WFRNGB,B0BDKFGFRZ
12516,KE1XL20RGN253NMG7T5L6EAWQR5OCI,B07RJP4W38
12517,SMRVTIIFNEFF1CMAEKXKB9SBXNUA7L,B07XZ2V3X4
12518,A8MHBF1CEY42Q2YJDNL39KCMZQH0R4,B08LD5HDHH
12519,LQD9DE4AUDK95MW075JC6HZ34UTOGY,B08CSGNQDW
12520,Z2YQZ6HPWK6JA8345BSVYP7NMAXW63,B07TS79WYB
12521,BURYNZEQ3ZNPH6RYG4AKZQCUXZ5TP2,B06XV266YN
12522,AMAZON0000000000000000001,B08D7JFY91
12523,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B08D7JFY91
12524,CA60UNRN5GBWZYDIK61DWGJAHP52XX,B07MDJDQQN
12525,0CLDDWBMUAL26M70ALW8MJEEH5JCEI,B08TZYZ9H7
12526,TR3XN9P3MYSOIU3XFON0RKK1ONHUVW,B07T8RNCMV
12527,60YMY0MT5FM5X1FSIQL05484EX2AG3,B00SJSKNHA
12528,OXRUS3CONDF8K213XHZA2SLHP92HKB,B088Z35TDL
12529,79OILB8RGZRXZZGCTMX56GONGTZORF,B07YYYM15C
12530,74DRBJPQYNFNSCDZC8TZS7DYNO98GS,B07K1FNSRK
12531,C8CX6IVHIROSTX20OXQ2DESI2MYHPZ,B07TTGZFPC
12532,ROQP7EL4KD5AJLPVDO29ALI0BLQXY0,B00O9YVE7Q
12533,0L8ZB4IOTOUNFB2GOFFOCVHFHSWYVF,B08D8WDRBV
12534,T8PMK4UKF5ERQARKT2QPA85NGRG121,B07S7LR2RN
12535,KD308J72DKY6X8J9E6HIT02KK63S6P,B005S0FCZ0
12536,BQ4X7ISS2NEUIX7PO5XF4C74IAIDP7,B01M1FMGS7
12537,CZEFALO89EZH0B78ZGTDG16SWVTUQQ,B00Q5PIZSS
12538,3DIO5654BFFLR0IENDSON4FO4V2ZEE,B00O5YNZFY
12539,18PF6RUSF8YZD7ATQP0TEBCSCK3X41,B07HR754WV
12540,WBG7M7UWJ6OUDWI2QIEOX1MEH1TWS6,B005P0IME6
12541,BTA2KXA47R8VHH6HEF3R8D9NWZJF1P,B0925T7J5F
12542,SMRVTIIFNEFF1CMAEKXKB9SBXNUA7L,B07VHM1HYL
12543,9Y6KW087R8DVCDUPOFOTECY6N9LIAP,B07MBPL2FW
12544,ZFRI98VRY86ZS9AQR15I0JVQNO87YC,B07SPYM9Y8
12545,3J5YGXPOXAGYOGMKHPCRU4I56GPH1U,B00L38NU5K
12546,19YZHEAG0OM06TCUQ3M6QLZXKN0IRX,B00NEDGRZW
12547,HJ6R1I7A66IIBF6NEL896BHI188V8S,B07CZ4SDQH
12548,74SKLW9I7OGZWGHU597ZEX611NAI5V,B01M0OAGSX
12549,AMAZON0000000000000000001,B01E58LVEG
12550,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01E58LVEG
12551,8AYJJ4UTXPY16SDN18SOWT1N7B0AYI,B08LTHGGJW
12552,YR9NETWKXUNTMJC220QR9XHDVKWGPR,B00J14AOUW
12553,3Y7R0MTXU827E9L89NQ669JBAF2DCR,B07QS2FWRP
12554,EPQV09J8HFMEEY32HDI5MA416ATL0Z,B07VB1BLPM
12555,AMAZON0000000000000000001,B01MY5X2DL
12556,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01MY5X2DL
12557,3SMCUUBZ0LAN6IOQ0UE2QVMI0Y674A,B094583G72
12558,JSMWBOAD7QGH6OYWWK3AGF9EZ174K2,B08D3GRQ76
12559,G4DQTOA5EKPU7T1N7N6W7GU9QLQZYV,B08ND48KP6
12560,1XHBFYKLWMM7IOOC6RTPYG60DDGPJQ,B0796TH5CG
12561,6765Y3AFC3O0YXDWLZ4OZZRJ9ICZXF,B01E9782Z4
12562,7E0MO5KI47HAK9TCXDXI8VXZ073SGY,B00KO2PT96
12563,94QSW2B634VR0BO1R28KTH46GN0WW4,B087BC1TRW
12564,C38TBMSUYUXNNSMAHK4VECOKXIV48J,B074THYL6K
12565,Q2QCYGQZ8TQSJZ8JUA6R2EDA2NVC89,B0045W0R2K
12566,SMH8SV8HF0IDWJZP6VNCEU4OMMWR1M,B01HSIC6YE
12567,RL9NE1G77I3C3WTK1342MH5W8L5QM3,B07C9WMWPS
12568,CLGHCE7R2KJ8VB9F8SHPN1IO1YSDNM,B077L13GQ1
12569,AMAZON0000000000000000001,B019PY0P2Y
12570,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B019PY0P2Y
12571,DX967BW6T0KG1339YIMNYE063R5TZK,B07GBLSYJ4
12572,RXDCA9U4AS2VP6C4ZSXVH3ZG8T8SQU,B01N6F7JTF
12573,AMAZON0000000000000000001,B0719CXFHG
12574,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B0719CXFHG
12575,C8H9DUQEK2NUYI2EV74NGJOIFA8186,B093VL2JQQ
12576,R2V988OZV3XB823LA50QZSC3ZTFY4G,B0969S9LT3
12577,NGLNN6F6EDPDWS0N1UYNVRSV6IDPLD,B095S5V8KM
12578,UZJ1C96VAMUCRKWFFJH02RT8SNRLDZ,B0924GT395
12579,8EST6RB77V5RLD0P7IOHDG2XKZEROJ,B08LNCWXJS
12580,6LITS9UZKA4ODA3EGMUFZTAC3X86IX,B08C26W2Q1
12581,FSC5441KOFDP7GZBNKKHUEIBF46JQ1,B08XWFD3J7
12582,FHC7WN43JJKX736R4PC5LVOX7OW5Y8,B07TVN6Z6Q
12583,KB56ZBOIC20S6HC3IBI39RG9ON4V1M,B07Z3LMY6Z
12584,UO0P59CIIXAAYN02Q9U1WMVEIX9K4J,B08NX1MV4F
12585,VUR2JM5CQTYQB9RTJ7VWC3ZQYL03QM,B01HLOPTUS
12586,Q6ESMHMGB9MDROICZ3H2AD0B08MA66,B07JLMRW9K
12587,HDE1IB99TXWJEYN4ZL6VS2NOMPA7YL,B0993G4V5M
12588,718CL051H9BYS36PKBXHTCDM5OTS9E,B08FJD7VXB
12589,9O11UOC9O8QL66MVU38IGICO24KCT3,B00RKAHUYC
12590,AJ7384JVD2QL3ZXLLO8LD1PNTEY0KV,B09N6TD4FT
12591,XN8QVG55B68LADZNX8U35JPYQRVXJ2,B08GSLZYPY
12592,169ED6RTGVRD059GO7YOTSD9QDB9Y6,B07FSDFV2D
12593,CVT8ZXWXM5NE3Y8MA60PUHBIIZA32D,B07JNPNLWJ
12594,IB93YYB7Q0AZ5R5T6N4DPFLCE046LY,B079N1FVTJ
12595,XDG6Z92ZF1HKVMNAIE211OBHCDLE9D,B07QWP75SC
12596,10Z820V9ZAX7W17IXX62NQGQNIK4HQ,B00EFG1GVW
12597,AITO5R9PC778PEV0WVTNJDWZ3MI3ON,B07KR7QVR9
12598,1E0616FLZSVK1DBEV7EGNVUDDOAWY0,B081TTPDHY
12599,GDJ8DPRXU2EP20NCO7GMDVS8SGXXDC,B089RQWXRK
12600,NSQC6UUNXGB79CTXS8W6Y1204F4EAW,B08D8B5R9J
12601,5N17WWMK01O56PBD8MKE6U1LV9EN8P,B07S29CMF4
12602,GCPEIDOKWBBOCFEHIGDPPCSHORBYDQ,B08KZS9YZH
12603,G8X7NMOYGTN5MGC9JT0MEO3A9ALAN1,B08NPK883Y
12604,52NU7Z8UICRKFEG01ATD6396IG2CTY,B08XSMHBFP
12605,X5WTHXHT21CEZOMBZKU8XFUOUDM4CA,B093WB42CX
12606,4UDLDZ3YJFE2AP9OGCT1US7G7JPA7O,B00939KQCG
12607,C39EH5B2RWMCXACMP6UR1CEINW3ZK1,B089F4YSHW
12608,N6HFFHHNFQK3Z3S5C0R898HENU0SMZ,B094FDMJ57
12609,I5OU6O8JDTHH5F1K5CFKP5ZTQGPAHY,B09SGLJGL8
12610,3HMDOGHCHTMC0P568P9YL1P803IIA1,B087RHHYZL
12611,4SEEEA7VUPWMNSCUAX2IWTH39RDQMP,B074PSNGSC
12612,G96SQQ9ON7MUQDQN1ZMX63XV8FMOI3,B097M8DXBS
12613,K6MJ4I53P7L8GLC0G21LZRWATFZGF2,B08CBRG5JF
12614,AMAZON0000000000000000001,B01DBSKV8I
12615,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01DBSKV8I
12616,I7ZYE87BZ6L56Z9CMUE8P1807FNUOE,B01GNFZ5Z0
12617,CJDNEMXJ4AQHO5VDKUO0LNGGHO1198,B00I0FYU1C
12618,QQSWRW01V87YREC5JZT24Y365YAPRL,B0000AQNFU
12619,VP6S0QWG0V2QH7ZCG2ZBXC9DK2ZTOM,B09QNWCGQK
12620,439Z417P83J4VS7F4USTNIJUN1TZ8G,B07Y2RM9CP
12621,R7QNXWHLEN1JR4N2VY12YMFDVG8ZT8,B07RGM5TB7
12622,KR8RV51GKPOWAVFQZ94G523FJCI1R2,B08KRWNVZP
12623,WUEJD1GW76TAB4F6Q7JU37AC4VJQC9,B074NBZ1TQ
12624,AMAZON0000000000000000001,B01HXACOW6
12625,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01HXACOW6
12626,HD74JYM6HM08IT1HEW8IPCXRX0F9VQ,B09MZQ9ZQJ
12627,0XG9LBDHS15EYF4HT3KOSZH0M2VDJL,B001U4RGOS
12628,DVUV9LXRBSKN8V27OXNQV1YXQ102VO,B0B591YB3B
12629,AMAZON0000000000000000001,B019ZZ1CLG
12630,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B019ZZ1CLG
12631,1EEP1N30JNLV7FIS4ZOIEID4V8YC05,B088P6NHMM
12632,CH578GECAX3WPGAFQ669U0RCNL1KXZ,B07NNNCQT9
12633,EZFXADE3474XDA3UXZ2KEZ32YYU44H,B096TFNH73
12634,SV9OVKHRMW782VUUWPMK647SBWJYFD,B00UARRJMA
12635,I0OI4UBRJ9W3PGMEW5XM9B4RDPLISS,B06XWWQXGR
12636,2GDJXD7POJUPYITVGL0RRMEDNNSVM6,B07SLTPBD1
12637,SUU9SJ14VSPNE22E15DGLD16PMPFY4,B01AISLTUI
12638,QHJ5JJ5YJ26H6JBBB88Z8EM9XX3MIX,B07DL9MGYS
12639,ZFH5ELPMQWCDK4FYPYV8XSNHR1U7NS,B004U5WU0Y
12640,AMAZON0000000000000000001,B00NL56PUU
12641,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00NL56PUU
12642,AMAZON0000000000000000001,B01ALBYSKU
12643,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01ALBYSKU
12644,VN8JY1AFBS1ON9T0BORIOVGQ6VJESR,B07DMYQBJN
12645,W5WUKTE656YPT8UAE4QVC0ECKJYO39,B07T3KLWT7
12646,F0JB92OO9I9JM20FC06IEAOP900R7G,B07KRHGTF8
12647,RFG8OE9D2H4JAD49TP16MO4VCFO803,B07J1TDK5F
12648,M5T48EPODUIE3UV8XFYBENME2IRIM3,B07Q2996LX
12649,2OWCINPG0677SEJ28CNH7QOOM9ASV2,B00NG2RWPK
12650,STOSYTQ8NVGMOKPFRADD0NPKK5NHMI,B07P8MYYRQ
12651,P38SRIVX2HK1DZTQEBU7R9ORBDPT07,B07XRGFNPV
12652,NTI875EIBWRF5UW4E1RAWLYP03BMC9,B09TQNJWV2
12653,W5WUKTE656YPT8UAE4QVC0ECKJYO39,B08F7QXK1C
12654,TOV0D29ZLF4S143MOJIIP6JM0AAGJS,B01DE5NRY8
12655,PZL9Y1NFZI76M7R4AYLWAPIE3SHO78,B077RXFBRW
12656,Z9F1EU27DDI0ILHTUBMOEJSDK393T2,B00IW58LHE
12657,OXNSNT38CE3ENCYMKCRKFF9958OVMT,B07SRMXSK5
12658,GRUJGLZH1LTH7T0MOEFEZP61KD9V5C,B08ND6VKHZ
12659,NKX5AURBB0WRTYJH26CMVTY6T63FC6,B00157OBRU
12660,VB3BPE01FAXS29Q92DFRT752D753DE,B018W7FUQG
12661,6QWJMW03ZVP6DKCCPFHUJX6VVD5WBE,B07R8PYMHC
12662,3F7BT48SR7KJIHXQH1QATGAPM2WNP1,B00TUEWUAK
12663,AMAZON0000000000000000001,B01MSZLVC0
12664,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01MSZLVC0
12665,KB56ZBOIC20S6HC3IBI39RG9ON4V1M,B07Z3LMS4T
12666,F12G7ZBDAFYLUVVOIOVS4J5HQLSXLR,B01LYR5720
12667,L4LRWNE0T3WSQRTC6OUF5ZMSELNB75,B07K8YV7HB
12668,67U1BCJ6IY22AYAVR94NXVVTR8VUMY,B08YQH6ZX8
12669,J7JR24665MNDRC1MLUOL6EDVDQ1O1L,B09G6SVJV4
12670,AMAZON0000000000000000001,B014O3PRSI
12671,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B014O3PRSI
12672,AGU0WANBGGGCT6ZM58G9SYGTT9PWW7,B0176639X0
12673,J8P7WZA2RUNOFH9GCYZDZLLAKB4YNV,B09R1H5H8P
12674,BL5OGHLAHR1OURJLN7R20X7SDHUSTI,B08LH3L8G7
12675,S9J25BH0L9DDT2S6QNR5KO0O1NVH0E,B07WPBNBQF
12676,CDASQWA1WDKM3DA7MIZLUSJYYZR5JG,B017L2PQAI
12677,2ODR0JQ93LKCK6G1OKVI81HXXB1XYE,B08BXNZ3RM
12678,AMAZON0000000000000000001,B01N6FFYJ5
12679,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01N6FFYJ5
12680,C2OY0MDASG9M35W2WRC59W6H6R1F6G,B0867JTV2R
12681,8R44HPQRQOPDD061SPVG9Z083FGM99,B00YTAH2N0
12682,LSB0K3BAKB7MVMW5K67J3LXGLJQM18,B08FBTDRQR
12683,A5SY67EA2SJ5Y7GWZ33IR59ZD7RL8I,B00TAPJX6S
12684,HXVBLQSZBW7TMFQ708ZX1IUHK3J9SN,B085LFGGTL
12685,K7JV9R4SB62O6UIG9GCP4F3ER1L2HF,B00LG0M7OU
12686,KV98NSVHGJWYXXODELQYJ9R5DJE5BW,B09196D1H3
12687,5S36MX0E7BANEKEEJOZFGSZEUCEYQP,B089RCKZYQ
12688,YNDBPLDO3R287A1TE9XFZ2VC2PE52Z,B07FNVSM2R
12689,TV6Q916IOHOKLGM8HLPSL6SB52JNN4,B01C4SREJA
12690,M8RQF1HGV1DKQ12X8RHLNR8AAYRF5B,B01FMWXLN8
12691,NUS0KYI5CLI537M558E1C3UAYBJCG8,B07MM2YPVX
12692,987LV2UCW7CU827ZCB4YDXFZH8LTKC,B01K8A3TNQ
12693,ETR9GSPNL734ORADIEQ72RPNYFQJT6,B07JBYFFP4
12694,AMAZON0000000000000000001,B07C9DBKCT
12695,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B07C9DBKCT
12696,PXBSAY8FVUM2ANEA5H0PXL4TLLEMHJ,B09PY4F4SB
12697,LN4QVKLRJG70OPOSZ7MCRV3R6F9E2O,B07J9RKH22
12698,0GJ1TGA3M5GE99V4H25LGRW2EY5VBI,B082WXT436
12699,0CLDDWBMUAL26M70ALW8MJEEH5JCEI,B08V1R3WWP
12700,7MSPSUMQ4KESHP97QYQ54Z7PC66S7Z,B08BNP7C43
12701,NUS0KYI5CLI537M558E1C3UAYBJCG8,B07MSGRM38
12702,OD9D0WZJCOKHOON4P5643DI0SV9UQB,B07ZH1GJR9
12703,GCPEIDOKWBBOCFEHIGDPPCSHORBYDQ,B082PM5HQP
12704,7MKN338OJD1H6H5JA7ZBL4ZO85Z050,B09FS4YDLS
12705,VGYAKTEP4BD81ASSJ4IZQ1SFH1TKIZ,B00CX1NZVU
12706,VCKWSYKD9MG5X1AHA9IGFNTDD2T1HE,B007828NIY
12707,CA1XS5XNUCOBVKWBAEPU12MXFJ8BTC,B09LTGPQ3J
12708,MRZ29ZD7QVP6E9FI8Z0CW9TZ26O3C9,B0B5FL4R98
12709,ZM0O0A278WT1KX4MZE4ARFKV5K9S7W,B072L31543
12710,18P8G4JIEP6ZEWQX3IMH2ZHLWA2HRW,B00NDZAO1O
12711,6TECSHNVNLG86ETRZYY6T780NTOTV3,B07PFYDDP1
12712,Y5S6Q2GWNKP87SCCYWVMAZSZ22Q0MV,B01JKNAJ9E
12713,8CW8CUKZEVDHID7UF9DIB6Q4OZ8D1V,B095YDFRYN
12714,N2XAI289E6G0C7TZIQRYU5FM4HOQRD,B01FQVUEQM
12715,XYWT827D4PTS0PAIIWQJDBJJUH0NBP,B07X7HLPXG
12716,900FMHZZQ5EJQL0R1TYYV2E6F3HKH6,B074NR348M
12717,N8XIFVMGC6S2R95DZVIPB9XRCYLSJR,B01EW8YSQ2
12718,A4MFL3ROBLHPEQ4HIUBFQK6MO7HUJE,B01822Q2VS
12719,BOBFFG60E9DI1MVCK5XR1SSKBPMSM3,B07NKSP33N
12720,XYWT827D4PTS0PAIIWQJDBJJUH0NBP,B092WWJHSW
12721,YEA0XTIAC4JV7ZKGHI62SYUAGZSMK3,B00QSYKODK
12722,QOCNN1F0OHDT9YK2S1GIDESKM79CSQ,B00XYMJKBG
12723,OERJUDAO37IWULHFUCO0TNS6FE6M6E,B09KXWS7T4
12724,H2M324XF3PBH5568DWFOPL3DQW9KOM,B00WGPE9UE
12725,7W0AN3ILYKH7WORIRS7O191SLXR65J,B085KWG93L
12726,95VUOXRJRX46I8HTBV5CTHSCBF363R,B002BHHX8M
12727,UDPXLJOC3WKS5Y60W6F0WWN8NZIQ9C,B01KYYTMZK
12728,AP2WY3GLCIY4IYDFQ6HVDKIOC4TUVU,B06Y1VCLC8
12729,00BD3KXM3A1MRXGV4TZ9ULWIP9XNZ1,B01IJ8SJCU
12730,8REUCHFPZBUQMNK2KVC36A841LLJI9,B07213NZQ7
12731,20UJTVALNQOO9OTMIRPWZ2IAZ0FIE1,B00M2JMTVU
12732,AMAZON0000000000000000001,B00D8PMACA
12733,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00D8PMACA
12734,AMAZON0000000000000000001,B0773CFVPD
12735,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B0773CFVPD
12736,WLWECADV8DD9D2BJ0G0HHXBUWTHOO4,B0868LHHJN
12737,LBCGBGHF0FGZGK7YPTZD2U2VJCD675,B07BF98RM5
12738,Q1BID89DAG1ZS17IN6DJJ4SDW11ZXT,B08S3PFV1R
12739,S774XEMC9Z8OUUO1E81ASJLQWL3VGA,B081DSW9QX
12740,YSLYZ3JCOFEIY665TLZHOUBWB0JU2F,B08BQZWK6K
12741,74JWQ9J8Q93V6RADPOXCAVD2QU4G5O,B07HJXCN8Y
12742,8QK127MM6YTCWDKUOT0ML2TLK7F8F0,B07WJ45P19
12743,WDKYH6CJ7ZAW73KA6ZMQI51FBVNPX5,B072QWD1PJ
12744,AMAZON0000000000000000001,B00KLLHR2M
12745,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00KLLHR2M
12746,13X36CAKOBMR91NEQRM5P68U0ZRKLE,B01IAFFEMU
12747,MRD3UKARH2XHLOF51HIECOGJYGMUVI,B08N4TZCN9
12748,W5WUKTE656YPT8UAE4QVC0ECKJYO39,B07X8FGQNP
12749,B2XGP19WX5S52TL99XTQPFSVIWKX5U,B082Q129VY
12750,VWOIYCACMBC0OYN0RW2EZC6XGRRBNJ,B01MQDGRHL
12751,HZY0XQZIDOLDQX75LS2HCO7J32QPKX,B01MUAA7M8
12752,32V3PLL60EC2FPIGBE4UZAPVBVNF7T,B0777YWSYM
12753,A1NVB6Q2QE7CGDXX5ZPAW60FQMYR15,B075F9FVGW
12754,F4P2WSXEWNCRIUTA3KINCK5O9QLWA4,B00KH6164G
12755,R4DAKOVUDH8MUMG6EMW1J9YP1SI5AU,B09D9D7J34
12756,AMAZON0000000000000000001,B01HB5N2T2
12757,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01HB5N2T2
12758,U4UHC0XGEAEJBO7EDM1VO02U47Y6BQ,B001JB72DC
12759,SGFK6IVEFUEQX4CKBEQMI6NAPBB1CI,B01L061OUM
12760,BQPWP3QUXYHRWWPP7IQ6VS0CX7ECLK,B07MBCXVZ3
12761,5MJUFWHIDLMTWF83HMJZLAVA1RZ3A0,B07VL6VD7D
12762,SMLWBPK98FPUPG0G951LT4HGHF65PR,B079YMKJ4M
12763,3UY9KC1Q7LUZ7PYSKV2Z5LIL7KJBN0,B010813L3I
12764,AMAZON0000000000000000001,B01B47BDAI
12765,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01B47BDAI
12766,B4L2SRZDCVGJ0IAHPHDJ3WD32CD2D8,B07GGWG6RY
12767,BMT23ER8NL275HCZEFU34SKK2LDK7C,B00WUG84S2
12768,LKC5WBN0HOJ9MRZP68BPU86HVNMN4W,B07MJV7VZC
12769,65ARGR3OPLUO4Q8CY8MKQP3L22WN6W,B07C9YRQRJ
12770,7GKXX06JMNDD7VJYQ4XYUEOY4118QN,B07D3VGYWG
12771,CZEFALO89EZH0B78ZGTDG16SWVTUQQ,B076C6QRQ6
12772,CNBXK1QJ6HBF5QGU02Q527WYKJTV1H,B01JQ9V98C
12773,CA1XS5XNUCOBVKWBAEPU12MXFJ8BTC,B013HADG64
12774,EJSRSEPBL8EJTX8PA0J5VH8KRA95MJ,B07FNGKHZW
12775,DP2TE46CSFRFYRQKQSZBZC3MN71GUS,B088LHZ71G
12776,MPDEDGPQ647DWMXV8DJTD1N9KKNFYI,B0015ACFG6
12777,AMAZON0000000000000000001,B0026NUGIU
12778,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B0026NUGIU
12779,KCBBOZ587AJ4IL56L854K4PIYODWBR,B08LYX2CLS
12780,JNMYLCZCEN1XH2MENSA8ZHA4BAXEGX,B003G55LSC
12781,KBVPX73YQYEVX3Y5KHCIUZJMN0BN9A,B08H8N7SWX
12782,42FUWMMOIEWICFEW0Y0DUW2YJBY3BY,B01GLV4LBK
12783,GN7OVHN7XJBXK72WK8HRIZKKHY3O2V,B01N3K7MA5
12784,W6RVBBI3BRONQX3INGT0G4SICZ5BNX,B07H1HM6X6
12785,HMIP0TU9O5AYDL8N90K19A0GOIR0XW,B00RQ6RXPQ
12786,ZANMAXG5SVL4NK6Z1E7LMWPKVXT5F9,B09926PSVG
12787,LU369JG4SOBUZ3XZ70HWTU7EJAWLCW,B0BLTBH4KF
12788,SJZ52IOW9R1OJROAIRDKKRRJ1EZ6FB,B0B99L4NCC
12789,TRI1JNKKGWICIGRNM48HB6SYZCGLRV,B0B6BL8ZHX
12790,H4DH6UH0JCRXZZIXOY1MMRDTO9JSDT,B085RML8XF
12791,RAWKRNLL6V9NPEY21YHY2KLBRR0TDI,B08JN86BFM
12792,FTDFEEZC5KASEU8DKYQNNFNHP7Q6CH,B07V3CF7Q8
12793,GOU74KOKQ6X10WG007JB9NF34FIWME,B073FYS4J1
12794,EMCISVX2VL94TX9VUAWDB8723CJF5C,B0752TFRQQ
12795,KR4YQIWY8TNG9TRFWONTQEAJ0VAAXF,B01MTDGPX7
12796,BPD0QO8CF1J6E365YM6SLE7W38I37L,B01HD88UXK
12797,SGQO5WJPEGSRITLKSM2E6N0Z55J4F8,B08RDVB8D5
12798,XO04W9PATWAAGCQ2ORGFBGR3CM3J91,B009KWE4L0
12799,F8TZQTRXYUJ30BLXUL7IEGCS3QCL2I,B001E5JUL0
