payment_id,c_id,is_default
8973,AE3UKNOZBVMC57LVGIX2KIZMFCHA,1
8974,AE3UKVJQI5E5Z4SCAHZY5HEVBXOA,1
8975,AE3UKYJ4ZVCZU2LPO6YFKNGH2IFQ,1
8976,AE3ULMR3VRDLCOV76Z2X7QONCOWQ,1
8977,AE3UMC3FJ6E37XM3UZKK2FJ2K4GA,1
8978,AE3UMCJFFSAN3C32TIFSODAI3ORA,1
8979,AE3UME7L7RVN7XOHFTXQVIT4TQHQ,1
8980,AE3UMJGIS3NTCOHUHZXLTUGYGOXQ,1
8981,AE3UMN55J7ERZJ2E6N3V7AF2FHQQ,1
8982,AE3UN3FPZOCR5BTDXBBV56VB7RBA,1
8983,AE3UN4TGSYL5WUKPTY7GTTEZH4QQ,1
8984,AE3UN7V7FHN2E4T4QUFL77M2MF6Q,1
8985,AE3UNGAZ67NA3XU5QNPJVHLSACGQ,1
8986,AE3UNORKIUZOGAHUSOZ3WZPDKUAA,1
8987,AE3UNW6LOBYPHVTUL2IIRTZ72WKQ,1
8988,AE3UO4PRMFGAJQFSOBXP2KJ3N2KA,1
8989,AE3UOJCR4D3KENREHNEELQQSJHTQ,1
8990,AE3UOKENT7V63N4KLUWEEQRSFSGA,1
8991,AE3UONQRD5H5LU4NBF3XXOS6YCLQ,1
8992,AE3UOPAI2OMZJSDYRBSDOLWVIASQ,1
8993,AE3UOQPDMRDFANCTOAQCL6MQHEMQ,1
8994,AE3UOZ6NZU5YVANZH3FHWSWAQJWA,1
8995,AE3UP2D7GMFKHCWROYW3AXC7OVMA,1
8996,AE3UP4FPM7HRB6EP224U7Q5BUN6A,1
8997,AE3UP4VIZQERHT55GADXWFZVVKCQ,1
8998,AE3UPX63HUYLU4FHYAEIFO7I5F7Q,1
8999,AE3UQDTGQYWSP3BPWQOZLQPMBBMQ,1
9000,AE3UQGQL6MOSMMTX6XXJBBQZEBVQ,1
9001,AE3UQJKYUD75T2TQI7ELAP4P4AHQ,1
9002,AE3UQTHEDBJGFWA7B6ZD5YRSIETA,1
9003,AE3UQYBH2ZZ4QEHKZWDJMU7QQZCA,1
9004,AE3URBZEFSDUFUBTFRLNCUDXWKDQ,1
9005,AE3URDLVZW5VRA2CPZM6ZFMQRJRQ,1
9006,AE3UREZVFH7W4MBVBG5GZ4LMIC7A,1
9007,AE3URIHJZ5MBYF55CRBPG34RHIEQ,1
9008,AE3URIRQ24KEJU43ZDBTA5YYLXOQ,1
9009,AE3UROTPFO6UBOG7OJHS46UVLNZQ,1
9010,AE3URS7EN5DDF74MLHZDJDQ2FWTA,1
9011,AE3URTHUP4VVB2LITC3EKETGVSLQ,1
9012,AE3URVTVC654KYUANXRGR4DKDUKQ,1
9013,AE3US4EBRA23D5VW3Q5BAQ35BTPQ,1
9014,AE3US7NOTQFPGD5N3ZHHD7N6H4AA,1
9015,AE3USEK26PQCHZXLEAYAGX7WDL5Q,1
9016,AE3USS2NF2LQZOS6IHA246DKDN4Q,1
9017,AE3UTEJG64SQN4EKLKXKIWHILSVQ,1
9018,AE3UTL7LOJYQMDQ5HQQSJTL3Z2NA,1
9019,AE3UUFWK3BCJT6C4I25YNOOHFV4A,1
9020,AE3UUGHGHDYFBFR6UOKNIISTBWUQ,1
9021,AE3UUICJAO6VVGP6UCRQRIV4ESHA,1
9022,AE3UVC7F7LVLM2T3ESQXOOY76DRA,1
9023,AE3UVDZJX2GU3TOOOC6THKGCJVWQ,1
9024,AE3UVF45FN3BWRD2EFJFVFVVQEBA,1
9025,AE3UW5FXMFYF45MDT6BKJNSIJ66Q,1
9026,AE3UW7LMVK7G4YZUHN3HSWX6SYVQ,1
9027,AE3UW7QIZRK5GDK3NMLXBKV32MGQ,1
9028,AE3UWLAEH7TEJCRF67ZEZO7DDQ4Q,1
9029,AE3UWMK7ZFQITQ2KTQTGPYHZHEAQ,1
9030,AE3UWZZ4FGMCG5MMXNFR34UKBXEA,1
9031,AE3UX2NCGUEUVLFFDSKST32DRWKA,1
9032,AE3UXA6GW75T2ARJTEGLERN74ARQ,1
9033,AE3UXMEN23IJPBV4V3VLV2EGEIFA,1
9034,AE3UXNZXSGFQ3MXMUXAYWF3FUXVA,1
9035,AE3UXZH2NKC6QYXU6V5GI3WHZ5SA,1
9036,AE3UYEAACCLCWHMRGJMKGEXV7OYQ,1
9037,AE3UYFDGQDCD7DIHIB2Y6D5KNTQQ,1
9038,AE3UYIJHJCKRIZNH6PVWAFGFNGFA,1
9039,AE3UYLIIZ57ITP7GLAB4SXPJ5QPA,1
9040,AE3UZFT6Y7KOQW2F7HUFOSSHAMJQ,1
9041,AE3UZR4BSITD2IWDMQ7O4JY6E7PQ,1
9042,AE3UZTASCGQ7R3TAZ2EK7LQYFPFQ,1
9043,AE3V2GT6TQU2BQFSN7GQ73ENF4YA,1
9044,AE3V2IX75PQXH6FSSOXG6ITQOB3A,1
9045,AE3V2QHSJGSAQKU46HKVI2HGBJCQ,1
9046,AE3V2SZ4XNOSYYO7WXA4LSOVWX5Q,1
9047,AE3V324SQSC7ABZLFQY2NDVRIT2Q,1
9048,AE3V3CN2FBIYK3QHHJ7ME6GNEEOA,1
9049,AE3V4HRZDRT67NEHM5ZIWKTFWQTQ,1
9050,AE3V4KQ7XR5MSMUBATYKGGI3OEJA,1
9051,AE3V4TWSKMCNUVP27252MFL4J27Q,1
9052,AE3V4YLENX2JH4JML2U75YKKO7JA,1
9053,AE3V4ZL2KOXGMJRIY5OSKC2VRX4Q,1
9054,AE3V563RU3RHVLVRXKNBEOBFLY7A,1
9055,AE3V56KWVNZQK2XIG5KJVFCU7TTA,1
9056,AE3V5DUYJVWSHOKAUDFMPJ4C3IVA,1
9057,AE3V5HG4Z5Z47OLU7K6AHHKNRSGA,1
9058,AE3V5KU3NR6AVDZ4RHMWZYDSJNGA,1
9059,AE3V5TJKADAZ2KE4TQVUJ2L46G7A,1
9060,AE3V5VOMP6TY4JUJSU7OPH2UI37A,1
9061,AE3V5ZCTI34RDXMAZ4K35IZOJVAQ,1
9062,AE3V64LQO5RQDS6M2C2Y4F2PXDVA,1
9063,AE3V67EPX34OJVGXY7GYX4Q535RQ,1
9064,AE3V6B2XVAEC2C5B2NM35WU6O43Q,1
9065,AE3V6KHZNKH4UZ2JSSFZN3VFFKEQ,1
9066,AE3V6LAPCEA362N4DEHZLOI4HVOQ,1
9067,AE3V6LP7X37ENKETMK7JX6KZBTYA,1
9068,AE3V6MEKBN3RYXD7PVZOFZI5BQIQ,1
9069,AE3V6WL5H3KWPVS6NFYF7QWQGPYA,1
9070,AE3V6ZCV7FKEDFGXRDHDAARDXRZA,1
9071,AE3V7I2QCQAYISV3QUS7I7Z4CEYA,1
9072,AE3V7KTUHCSDWMT7KYNNIVA66XLQ,1
9073,AE3V7Q3IX4TZK743JHNGWONYMNYQ,1
9074,AE3V7UKTQRZE7RSLIWVT4FYOJVXA,1
9075,AE3VA22VCGWIMGBZDD5MNEUHFTJQ,1
9076,AE3VB2OXDX6VPTSMADRGWCOS5WIA,1
9077,AE3VBDBIATH5OMONAO4MIBN2ZIVQ,1
9078,AE3VBDX6YVMHL5VYBHIXJ5GD2UAQ,1
9079,AE3VBFSZVD3YPMJKMPVWGYSJHOJA,1
9080,AE3VBVOHUINGDKAMZK5FBEWD25PA,1
9081,AE3VBZD666VEPIRMYPGWCCGC3LEA,1
9082,AE3VC2NH332X5ABLMHCB7UQCAWFA,1
9083,AE3VC36KFFELYNI6P42SR262WTCQ,1
9084,AE3VCFIO5AZYWSCJTI7VCAVA23RA,1
9085,AE3VCMTG4UOWRX7JQXWXP2JG3BXA,1
9086,AE3VCOTJXMDEVR27XIBEFZCXCE4A,1
9087,AE3VCV3ROOYNYLWTMMOESZ34J3DA,1
9088,AE3VD4XA3LA4GRACPACLBZQO3ZSA,1
9089,AE3VDEP3TYMHJCYOZWBWKPA7D7PA,1
9090,AE3VDGUQVTI7ZZUU7RO5QLOPYADQ,1
9091,AE3VDHPM2C7SEXKR7FS535GIER5Q,1
9092,AE3VDIX5XSKRCMX3RWNBWYSVDGZA,1
9093,AE3VDJU2XV6XMZ3FT6FYZPVJT5MA,1
9094,AE3VDVKRYNCKSOBZGIVWIIH55TBQ,1
9095,AE3VE2MPKBXR3OM3CJXE7FQZ5CAA,1
9096,AE3VE7DR5HOYE2AD67JPLU7AAY7Q,1
9097,AE3VE7XCVWSTZX46F5UXXN6AGLQA,1
9098,AE3VEC3KVIFE3HUYGLSGTFJDAJ2Q,1
9099,AE3VECDEFDN2FMTWBR7OZG3YSHAA,1
9100,AE3VEGAMQ5WHG62EXTXPZPULYE5A,1
9101,AE3VEOFQNBPC6GNC7ZTB4FN4Q4UA,1
9102,AE3VEWHCEU575QBIMZMTKLBEBOVQ,1
9103,AE3VEXXQWE54MZDCWKSSKWVHSY2Q,1
9104,AE3VEZQPNPWHHSZKK65SW6O72VGQ,1
9105,AE3VF62DIXXQDI3LXESERSANRS4A,1
9106,AE3VFLHLEZ6RV4VKERPTIRV4CT7Q,1
9107,AE3VFPCNXEG2HFJDGAWEUOUTJMWA,1
9108,AE3VFU2QGRBDMNIRSJG4QV3K7ZMQ,1
9109,AE3VFZGQX2P57PZDC6II75QUNRBQ,1
9110,AE3VG2UTCG3SUQDJ4UVL7HW2CDHQ,1
9111,AE3VG5QYWCPJ74HFIIFLMIR7KCHA,1
9112,AE3VGA5X4QNXY636YSZUTNKQ3FCQ,1
9113,AE3VGAEHHPLTR2KLGJYVBHR24AAQ,1
9114,AE3VGJHLSUU36DHMSCBVFPUHPTIA,1
9115,AE3VGOXYKYCPJPGDZ4XAXYM7NB2Q,1
9116,AE3VGS24AK5QX53ZARVRVYNMK6SA,1
9117,AE3VGUEMSNSOPBKC273V44KXXGSQ,1
9118,AE3VGZO6R4DVHY22NN2TDSPHZ4OQ,1
9119,AE3VHJGGDIRQOZL3JQVVMUPEWSAQ,1
9120,AE3VHYSKSRE5UXH5LS2POVG6C5DQ,1
9121,AE3VIAI7TIIA5ZT2FW4CRLGQJ7LA,1
9122,AE3VISTYMPCBYUKJ5RN2XQDNRHZA,1
9123,AE3VIWR5LLU4ZUBLATOA3WDP5HTQ,1
9124,AE3VJ3PQCIF4YPWNNRD34QYN4XHQ,1
9125,AE3VJN2XDY24UVTGPPR2W2HKKZYQ,1
9126,AE3VJPEYQCF5U6NP3D2NHC3KTF6A,1
9127,AE3VJVCBBCI4CJPVZMIHXIAVQK7A,1
9128,AE3VKXDXVQHRBD2ZZYPWN755SGOA,1
9129,AE3VLA5EKV3YPNKW4456JSQ7FGGQ,1
9130,AE3VLD4YDHKFIYHQZBKVZ3DORPAQ,1
9131,AE3VLEDMK6N36DMIBRB6GK65EE3A,1
9132,AE3VLFGZRAESLHVCVPAPDZ26LPSQ,1
9133,AE3VLMDPW4A5YOOZGFWHB7CO26WQ,1
9134,AE3VLPFSM67FJWQGTDLJCGAFNCJQ,1
9135,AE3VLPKICEERTYYOJKLYS4HU7DMQ,1
9136,AE3VLPKQ4KPKDXONU7XDOK2JYEKQ,1
9137,AE3VM4FRHGO5HVIW4SFZNRCES3OA,1
9138,AE3VM5HNPB2AEY35LFXSZF2TC72A,1
9139,AE3VMBGAGB7K5LJNXNODCIGPB5YA,1
9140,AE3VMF3AVG4TQVBQAQZ5DBFRFHSQ,1
9141,AE3VMKMFRMMM3KLN634RHQPVEQZQ,1
9142,AE3VML3V5XC7AT34343XACQUXBHQ,1
9143,AE3VMMCGROD5S32HJ3WT7HK45ODA,1
9144,AE3VMO47OXAGCIJD3UZDYLACULWA,1
9145,AE3VMOGLMPO52LZLSN3KWHCD6HRQ,1
9146,AE3VMVPZK5T3OTCJ4SRYLHXSYTRA,1
9147,AE3VMXBXGGWP2GBP6PMGKUXHFN3A,1
9148,AE3VNA65325FYAO3YUXSPNB2SQCA,1
9149,AE3VNVOUP725RDCGK7C7KDCLA3MQ,1
9150,AE3VNWQPUJ5AMEKQDUQGP7PEZP4Q,1
9151,AE3VO5FVXONHEQLUWREW25IMAQ3A,1
9152,AE3VO7NEACNHCTPTBHGSF6263Q5A,1
9153,AE3VOQZMMJZROU3LRPGCBPKPINQQ,1
9154,AE3VP5JQMLG4HDDLLEZ6OX7AVNLQ,1
9155,AE3VPJIFJWVM3COBNIL36IVMYOUQ,1
9156,AE3VPU5DRCOBWI445EIHK5UGCXVQ,1
9157,AE3VPYR74YQWOVQ3TI3QCMNR7VBA,1
9158,AE3VQ736NGGMV4SB7EO7J5OSHFRA,1
9159,AE3VQID4QNPFWOPHMQA7WTQW3YHQ,1
9160,AE3VR5AHA6EZPH5ZTBMM7A2I3OPA,1
9161,AE3VR5YPIVXRE5RWWAOAOUAYJS6A,1
9162,AE3VRA27TMAW2NLAWETNGTOYRPCQ,1
9163,AE3VRBDIUXFRQ2VTJQIHVH6JF4FQ,1
9164,AE3VRGURGVWYEPK5UYN4CRIWTSDQ,1
9165,AE3VRKG24FQQQLTMI7RPHDHSK2ZQ,1
9166,AE3VRQNV74NOYLTYUWLTKWCCBBQA,1
9167,AE3VRWFW2PGAQYAIMZXS3DUHW7JQ,1
9168,AE3VS4RYWSNIOY23DL532DDORGDA,1
9169,AE3VSA2VT7PTBBPC3LT3DPF6VH6Q,1
9170,AE3VSKBCLXBR5CP7VWCBFTX63ZWQ,1
9171,AE3VSTKJDNVBFPV427CBEM6GNJ3A,1
9172,AE3VSVUI5ONTAR7TRETZBKP3H5YA,1
9173,AE3VSX4F6JVJXDMZMPI2MLQLNF2A,1
9174,AE3VTBFTOKRSG6WC35I4PRE5CLJA,1
9175,AE3VTFAOF6OYAA2KDNMY5YHZPL6Q,1
9176,AE3VTHMQT4FN2E7KIO56OAAAHZ6A,1
9177,AE3VTZFU3NU5FBGY7X46OLDAQVPQ,1
9178,AE3VU6C3CVZCOGV73OGT6NQOAS2A,1
9179,AE3VU6UUG6FCCH462HCMR73JQOVA,1
9180,AE3VUE3HYL6W3AIXSGZV3IL4O7JQ,1
9181,AE3VUG6B24L36SA6ZMSHK24N7WVQ,1
9182,AE3VUT4IXYG6L7H4KDGXHQUODBSA,1
9183,AE3VVAJIDX5ISYEECQDMNOPLT5XA,1
9184,AE3VVK57EIXU2EUM7GZAVANQFDFA,1
9185,AE3VVR4AG3KRBWOD4A3L3D3JP56A,1
9186,AE3VVSURCLSMFIJ4ZX2DMFVURQ6A,1
9187,AE3VVYOZ3QLTL55MSBF5RJH645SA,1
9188,AE3VWASFNSRKDLJ3B7KHVLTTQPOQ,1
9189,AE3VWJ6XMMNVK6FJZKKF63NNQTKQ,1
9190,AE3VWMUVS3U5PZHQDX6RPY3WLDQA,1
9191,AE3VWTYZ4CYFXQBTFBLBFEQGHHDA,1
9192,AE3VWZVOGML53XG6M3ZRA7J26G4Q,1
9193,AE3VX6WEQQP26WYGETXXNEHPX5PA,1
9194,AE3VX7WQOPHUGPEITF5RDTDCDJ7A,1
9195,AE3VXCMWX5NZTEYAMYE4QWWDUTAQ,1
9196,AE3VXKFBP253QCCHEIM7AGKDYD7A,1
9197,AE3VYCKJ7VOX4YTDDYSY4OJLYOWQ,1
9198,AE3VYDE77HFIBV3YNWTZQ2K3D5UQ,1
9199,AE3VYHOYE5TVP2BU7LVZQZ7QSZ7A,1
9200,AE3VYIOY5WOLCRYYGHA76X6ZHDRA,1
9201,AE3VYJUT3TLLVOB474RHYLTFYZ4A,1
9202,AE3VYKXWZO3E3HPWWPRUFKE6Z7OA,1
9203,AE3VYR43WWDANQDRHXZ3GVMSIIMQ,1
9204,AE3VYXTNQ3KM4DJEQE2BX7Q626MQ,1
9205,AE3VYZ25FAGVFRAA54EUA6C5XIRQ,1
9206,AE3VZ53PR4775OGJMSYSQMUAFZFA,1
9207,AE3VZIREZS6R3R6BNG54CEGP672Q,1
9208,AE3VZJZABDMJMPPEK7WA3EO63KXQ,1
9209,AE3VZRPXUX52QD42VTV6ZTO5AD2Q,1
9210,AE3VZUXNJJFZM4KTDOZVWKMRKLEQ,1
9211,AE3W26T4VJBJ62PUXGRHFYVQB7MA,1
9212,AE3W2I4K2K5XSHTEBPSKIBOWHJIA,1
9213,AE3W2PT7PJNS74DFERHSY4QLK7FA,1
9214,AE3W2ZXTFQTH5FOVJL6T72EY5DEA,1
9215,AE3W335YOVXYTPZQVKHUNPXUNZPQ,1
9216,AE3W37Y5XFTXNFRPLMC325SZ2CXQ,1
9217,AE3W3LPTCUD7WZFLZYDRYE5IO5IQ,1
9218,AE3W3MKX4XR2UPXQEPZLLH2XURPA,1
9219,AE3W3VFNXQWJHQF4TWAI3U3FBVIQ,1
9220,AE3W3VUQ7DHTRBDROEVDFYNTDSZQ,1
9221,AE3W3YOGE2HCNDOTG5Q67DDCAGTA,1
9222,AE3W45H76GLIR6MSHGENXVWWPDWA,1
9223,AE3W4BDDH7LOGOMKI6BHWPTWHQSA,1
9224,AE3W4FSXSLPRU2H65EGDJ2XIURBQ,1
9225,AE3W4JKXVO7P7LVINZK36V2VNSIQ,1
9226,AE3W4WZEDPFLWCKOPB5IHMO4LB5Q,1
9227,AE3W53AQGS5UUS5EQHWKBE6DYEMA,1
9228,AE3W5CIQKIDL7V6RI3NZ4NBOEIHQ,1
9229,AE3W5K6KXWTUSG6ZX632BEWETYTA,1
9230,AE3W633M6AOC6PQK6QC47GCRLPXA,1
9231,AE3W63OSSBESY5KUGUNYRVHM5CHQ,1
9232,AE3W675DBWKIDRQND2IJPMCTWNMA,1
9233,AE3W6DAP546WOUYOUHJ45UYEI4GA,1
9234,AE3W6DOU4BFYRZNRT7DPOQOBTN6A,1
9235,AE3W6P2ADIYSZ4YWVZHRGR63GANQ,1
9236,AE3W6P3Z2MELM3CPVK3RSFFXVARQ,1
9237,AE3W7STHDEZVG3RQEEPM5TKO6TJA,1
9238,AE3WA6UCZ7UYYJ57PJ6UUJJBE5BA,1
9239,AE3WADGV55TTZTGZRBWI7LJHFY5Q,1
9240,AE3WAMGW2525DF46A3XRAKSUOE3Q,1
9241,AE3WASDNL5JOFXTFRB3UA7UIXXMQ,1
9242,AE3WAUQV4JAHWBGUIH3XCLHWBYWQ,1
9243,AE3WAWEECU5NPT3RKL4UT2TGASHQ,1
9244,AE3WBCJKFAADSUIBNV2DD2775WUA,1
9245,AE3WBJYG3ONWJEMZ6IWFXWIW5I7Q,1
9246,AE3WBKQKW7SAGBVF6XHHNSUDTCIA,1
9247,AE3WBV7GSJOUUX75CUMRARMBA2IA,1
9248,AE3WCDUGXATDNIQANEF635FRZKLQ,1
9249,AE3WCLO2OLQCVVAGJTAV7G547UFA,1
9250,AE3WCOSK5V73YCO34757RKEFC55A,1
9251,AE3WCS44IQLTLMI3N5V2BECWVXIQ,1
9252,AE3WCV3FFNAY5667C3W34TY7UCEA,1
9253,AE3WDCU3QCHUXL6TOEPMHKB7I7GQ,1
9254,AE3WDESHRRTA4MOYMX2IZPM2ZTBQ,1
9255,AE3WDX465EJFDE6ZCZZYHFSGMWGQ,1
9256,AE3WDXHDX3EWOHRNCNPQJBYYRKWA,1
9257,AE3WEXSQLQ5WEHMTV3CUV6IB2DSA,1
9258,AE3WEZ5EQ4RTDSKTDUJRCDCEW3UA,1
9259,AE3WF224XS3VU73DRMQD274TSKKQ,1
9260,AE3WFBCFQQL5UNKR7LMRS5P7RIGA,1
9261,AE3WFF6ALLYQVK7J7M4ECLAPPZDA,1
9262,AE3WFJ5EA4KZXH6CVFNBRNVIZGOQ,1
9263,AE3WFLMEXKZHRAFF6RGZK57KTFGQ,1
9264,AE3WFUE3WJFO33XTVXCTHJQ7QOKA,1
9265,AE3WFZV5UDUAPBY56HLUGUUHVT3A,1
9266,AE3WG7EUANCLCYHPL46DOA3WWE6A,1
9267,AE3WG7R6ENT4FCRUEXLYCQYSWZFQ,1
9268,AE3WGB5NGPDY3WF7MDSRWPGEBSQQ,1
9269,AE3WGDCBUYRVSFZTA7QK6DBSWLUA,1
9270,AE3WGLYGXRQJRAR3DKSFJLZ7VZBQ,1
9271,AE3WGMUDGMQ7IVZL2HSUEMPRO6MA,1
9272,AE3WGNLHL4JJM5TL2NE3QKMRXUIQ,1
9273,AE3WGT7VZVNTTPIIXMU2LXOH656A,1
9274,AE3WGVZ5ZIJGMWY763WBTLDBCLEQ,1
9275,AE3WH67CNC6E4GBXM6C55QYHZYQA,1
9276,AE3WHVMKG3NZFWP3AEMHP4LPEKTA,1
9277,AE3WI4OMOPZUSD6KTOFTUJEBNK3Q,1
9278,AE3WI5QAS4NZHYDLE4ZJKEBZEJGQ,1
9279,AE3WIKMXMCNLUMY2CHODPD67I3WA,1
9280,AE3WJBYWHFFO5IAFYCQDOE4A2GRQ,1
9281,AE3WJPMSF5A4ZMXBR6VW3P6XE7LQ,1
9282,AE3WJWWP7MZ2JB5KQ4DFP6HGOEBA,1
9283,AE3WKCAAUYCK3DQQHVJDJEG7GUGQ,1
9284,AE3WKNYB3LPFF4LYCLBPTQZAYJNA,1
9285,AE3WKSBYOE3VYGTMJ2ZUJZJNH6RA,1
9286,AE3WL7IQDWTG7PR5NIFPURMVQOUA,1
9287,AE3WM3AGKUNSHA6MMMP2EOU53QJQ,1
9288,AE3WM64SPGMHDB3KFMHCI32MYZ6Q,1
9289,AE3WM7MOJ3UIYCRAPC37T25MCUHA,1
9290,AE3WMOF4H4OIXIFDBCO3QZYXJC7Q,1
9291,AE3WMPI7XBBOJF5FXZT2ZVYZHZZA,1
9292,AE3WMSBMPFHVGQOAQJRBQN7RB7ZQ,1
9293,AE3WN3BTIBQCCFA6AVOYNN4UWEPA,1
9294,AE3WN5NWR3FA65GIFOFYUSAEG2DQ,1
9295,AE3WNYHUA2MSSGJELJ62G4URZC7A,1
9296,AE3WOCX72IDI2X4J5E7BFOF6PX5Q,1
9297,AE3WOLHOCQK4SHC5MTACVFQLJOZQ,1
9298,AE3WOMTLTA6IDZ4SXZXXEY63LCHQ,1
9299,AE3WOUVLL7W6HU6YGVZTTWQCBGZA,1
9300,AE3WOVI3HKJYMA7XDZGCHWMCPEVA,1
9301,AE3WPANKKR7K2UYMYGWVR6Y2NQIQ,1
9302,AE3WQ7UZVF6RQCTGD3CSIMKJEOAA,1
9303,AE3WQJFPGCV7XW427VIKZXFNPOUA,1
9304,AE3WQSKGNAT6ZQU6EDND4373YPSQ,1
9305,AE3WQZS5UM5NWUICVWOUALFTJADQ,1
9306,AE3WRBG2QCLPV7NFOMQZPL2J725A,1
9307,AE3WRBRDBKMZQLJW37FKQABGKP2A,1
9308,AE3WRH5PTZRITGLB4WZ2F2ATT56Q,1
9309,AE3WRJQXME7DMYWP3ZL6S4GTGCAA,1
9310,AE3WRKRZV5R53TWXCNGOW4PQIQLQ,1
9311,AE3WRMDQQMNBOVDAKLI7PHJKTOUQ,1
9312,AE3WROVTUELCDVISUVQ46LSDYQ6A,1
9313,AE3WRQDPDHQBCPM5TINRIRO6GS2Q,1
9314,AE3WRSISIAO2RDCMH6WPFWRVJFNQ,1
9315,AE3WRUHUSJXEZ25W737VUTE2T7VA,1
9316,AE3WRYSVC4FRWOLIH6KQOSBPQXRA,1
9317,AE3WSD3J6HPU7PSXVFCXHLMWKX5Q,1
9318,AE3WSDGPDTDKLCYNOBXRWVQRAHKQ,1
9319,AE3WSRN7PNFX7W6P442VL3LJJCAQ,1
9320,AE3WSSNE6ZECCSFDUSSLVAA4ZWTQ,1
9321,AE3WSXQSDMS7FC5JXRGOHOVKEJ3Q,1
9322,AE3WT6VGY65PPUMB7BJVJIAKREDA,1
9323,AE3WTJZFUI72QJKZ7X4IXS3ITGFQ,1
9324,AE3WUDMHCVP6UECOEMZENBNYYMYQ,1
9325,AE3WUK6B2MJBSNW23S6LAHCZNSIA,1
9326,AE3WUMBWNGZ4CQ5MBQY5XO7BQNRQ,1
9327,AE3WUNHQ3Z67VRZCUO5K6GQPKXFQ,1
9328,AE3WUU6I7IFTVNBW4MSEEIWAC42Q,1
9329,AE3WVG5CK24RGGLGRYTEB25G5OMQ,1
9330,AE3WVI2F6VSRGBDRMFAGZDRXESYA,1
9331,AE3WVV2U4K77DXVE53ACF5WI5EZQ,1
9332,AE3WVWIPGDR7MML2JPYZG4YOQNOQ,1
9333,AE3WW4P6YRNPA4KDAERX73KZD3SQ,1
9334,AE3WWEVIO266CUP2MDUE3NF5C6MQ,1
9335,AE3WWGNZRRC3VSV53LVLHG6NNX3Q,1
9336,AE3WWNOSMH7OWMM7FPRWHJ25RYVQ,1
9337,AE3WWUBCTRHHY2DHLHLXRDFSSUFA,1
9338,AE3WWWYIG6UXHDEYYPUYLTLG4RGA,1
9339,AE3WX3HA5DRM6RT5RGTNFQFVSFFQ,1
9340,AE3WX3YAJZ5LMJWX2F3N7RYHCGSA,1
9341,AE3WXA3IEB62JLSMJESKM5Y2VAQQ,1
9342,AE3WXH75G3D4QKXMPCEHB5RWD3PA,1
9343,AE3WXHVMDCZK7V3IOSI7G2VMKSSQ,1
9344,AE3WXQC5CHE5ZJCO3FXGYHZ62RAA,1
9345,AE3WXT46LDHUTYDDYWKOQUIHH4DA,1
9346,AE3WXT77AED3646Z3UXRLVCLF5EQ,1
9347,AE3WXW7QDJ23X6YNPWJXXH6YEW7A,1
9348,AE3WXY36KJRBTWA4I6FSVA5JGYPA,1
9349,AE3WY2IYIHI3KQIP5FCJP5UE6TVQ,1
9350,AE3WYB6G44RPVLCV5E7YBYJJWDAQ,1
9351,AE3WYKKSK5ZZ2S3O7KHSJ4UKG4CA,1
9352,AE3WYQTTM5CR5UO2WN57ILE3Q4CA,1
9353,AE3WZ6FFIF3KF2MV2PFMKHPBA2QA,1
9354,AE3WZEJU2XO6NGN5C7KY7YVTHXJA,1
9355,AE3WZLXGARXSJKSZP25PPTU4ZA2A,1
9356,AE3WZNFK6GF547R6KF3RVWDFNQHQ,1
9357,AE3WZO6C7C2WILJP6YZHIATYAPNQ,1
9358,AE3X27B3RDVW3FF3C2XJGE47WWTQ,1
9359,AE3X2AHG4YO66RKS7YN4RYKUPTSA,1
9360,AE3X2AMUIYKJ7IK6DEUQGRXVEY4A,1
9361,AE3X2AYCXFUPUEHCZUDCTB7ZSQBA,1
9362,AE3X2KECB2CV7SZ2HALUNMRMICCQ,1
9363,AE3X2NCHCR2BTHQN4KBZBRH4JA3Q,1
9364,AE3X2PT63L67IQJKQV4X2ZVQ4DIA,1
9365,AE3X2R7L2WZ6H36CAHEED2TN3JJQ,1
9366,AE3X35W4XNRTVI35OENVHGZSX5BA,1
9367,AE3X3DJD7IYQQOJBCZAYIZ4IGNLQ,1
9368,AE3X3EBPNQVMIUODTM4YUTOLNMMQ,1
9369,AE3X3IN3QYCJNRDYBYBVU5YLMTSA,1
9370,AE3X3L5OF4QT5CXFKRXXWH3VPQSA,1
9371,AE3X3TB3LAWPFPTDEHKAJ3YY2MRA,1
9372,AE3X3WDTZOOLT25WKPQU24JXMQLQ,1
9373,AE3X3Y4OWLOV5VZQWVQ2HUMQQ57Q,1
9374,AE3X3ZOVQLHK2I6Y2DYNAWWULGWA,1
9375,AE3X42VGZZ7R4OXKPUZAJQXNQHJA,1
9376,AE3X4JXN6V2L74FUOT7SORALES2Q,1
9377,AE3X4LDN2TUNKS4YE3SXXD6LX37Q,1
9378,AE3X4SPMYUYY2HJAYTUF6REPPN2A,1
9379,AE3X4YKUHJTBR67XWYLEPDT5Y3WA,1
9380,AE3X57LCTS6Y3VWZV7QI7P4JW23Q,1
9381,AE3X5JGACHBPWW3APH23NWISCNMA,1
9382,AE3X5LDH2HUQQT3VQXUHQNKNTTAQ,1
9383,AE3X5PZ4NVOVQXAXYHNVPWS7FZTA,1
9384,AE3X5TCSFTVUAOMGBZCPE3OQVCXA,1
9385,AE3X62PZ7N67RTUVHK5TQLGJDXMA,1
